date,user_submitted_review,title,total_purchased,customer_type
07-11-19,,Secrets Of R For Advanced Students,7,Individual
10-01-19,Never read a better book,Fundamentals of R For Beginners,2,Business
3/13/19,Would not recommend,R For Dummies,1,Business
12-12-19,Would not recommend,Fundamentals of R For Beginners,4,Business
9/22/19,The author's other books were better,Fundamentals of R For Beginners,NA,Individual
10/26/19,OK,Secrets Of R For Advanced Students,6,Individual
11/17/19,it was okay,R For Dummies,2,Business
7/20/19,A lot of material was not needed,Secrets Of R For Advanced Students,3,Business
12-11-19,I learned a lot,Fundamentals of R For Beginners,4,Individual
02-08-19,Awesome!,Fundamentals of R For Beginners,NA,Individual
05-12-19,Would not recommend,Top 10 Mistakes R Beginners Make,NA,Individual
10/20/19,Awesome!,Fundamentals of R For Beginners,4,Business
09-04-19,The author's other books were better,R For Dummies,2,Business
11/28/19,Awesome!,R For Dummies,3,Individual
8/25/19,The author's other books were better,Fundamentals of R For Beginners,4,Business
2/21/19,Would not recommend,Secrets Of R For Advanced Students,5,Business
08-12-19,The author's other books were better,R vs Python: An Essay,NA,Individual
3/14/19,OK,Fundamentals of R For Beginners,6,Business
12/29/19,Hated it,R For Dummies,6,Business
06-09-19,Would not recommend,R For Dummies,5,Business
12/26/19,Never read a better book,R For Dummies,NA,Business
6/17/19,it was okay,R vs Python: An Essay,3,Business
7/29/19,NA,Fundamentals of R For Beginners,2,Individual
6/29/19,A lot of material was not needed,R For Dummies,6,Business
5/21/19,NA,R vs Python: An Essay,1,Individual
2/19/19,NA,Fundamentals of R For Beginners,5,Business
11-05-19,The author's other books were better,R For Dummies,9,Business
3/18/19,NA,Fundamentals of R For Beginners,1,Individual
04-08-19,Never read a better book,R For Dummies,NA,Business
10/28/19,OK,Secrets Of R For Advanced Students,4,Business
04-10-19,it was okay,R For Dummies,NA,Business
2/20/19,I learned a lot,R vs Python: An Essay,5,Business
8/16/19,it was okay,Fundamentals of R For Beginners,3,Individual
02-11-19,Hated it,Fundamentals of R For Beginners,5,Business
9/30/19,Never read a better book,Secrets Of R For Advanced Students,5,Business
12/16/19,Never read a better book,Fundamentals of R For Beginners,NA,Individual
11-11-19,it was okay,Secrets Of R For Advanced Students,3,Business
12/26/19,NA,R vs Python: An Essay,6,Business
5/17/19,I learned a lot,R For Dummies,4,Individual
11/24/19,OK,Secrets Of R For Advanced Students,NA,Business
3/13/19,NA,R For Dummies,4,Individual
11/13/19,it was okay,R Made Easy,4,Individual
3/26/19,Would not recommend,R For Dummies,4,Business
8/25/19,I learned a lot,R For Dummies,6,Individual
06-02-19,NA,R vs Python: An Essay,5,Business
3/26/19,OK,Secrets Of R For Advanced Students,3,Individual
2/21/19,The author's other books were better,Fundamentals of R For Beginners,3,Individual
5/26/19,Hated it,Fundamentals of R For Beginners,1,Business
01-05-19,The author's other books were better,Top 10 Mistakes R Beginners Make,NA,Business
2/15/19,The author's other books were better,Fundamentals of R For Beginners,4,Business
09-07-19,The author's other books were better,Fundamentals of R For Beginners,6,Business
9/22/19,OK,R vs Python: An Essay,9,Business
07-06-19,I learned a lot,Fundamentals of R For Beginners,NA,Business
1/20/19,Never read a better book,Secrets Of R For Advanced Students,5,Business
11-04-19,NA,R For Dummies,7,Individual
9/27/19,,R vs Python: An Essay,0,Individual
06-11-19,it was okay,Fundamentals of R For Beginners,NA,Individual
05-02-19,Hated it,Fundamentals of R For Beginners,9,Business
07-03-19,OK,R For Dummies,4,Individual
11-09-19,it was okay,Secrets Of R For Advanced Students,1,Business
5/27/19,Never read a better book,Fundamentals of R For Beginners,NA,Individual
8/18/19,it was okay,R vs Python: An Essay,4,Business
04-09-19,I learned a lot,Fundamentals of R For Beginners,4,Individual
7/25/19,Would not recommend,Fundamentals of R For Beginners,5,Business
4/23/19,OK,R vs Python: An Essay,3,Individual
10/25/19,,R For Dummies,3,Business
11/27/19,,Fundamentals of R For Beginners,5,Business
12/23/19,it was okay,Fundamentals of R For Beginners,6,Business
10-09-19,it was okay,Fundamentals of R For Beginners,2,Business
5/13/19,A lot of material was not needed,Fundamentals of R For Beginners,4,Business
11-03-19,OK,R For Dummies,3,Individual
5/19/19,Never read a better book,Fundamentals of R For Beginners,3,Individual
10/22/19,Hated it,Fundamentals of R For Beginners,NA,Business
10/23/19,NA,R For Dummies,3,Business
8/20/19,Hated it,Fundamentals of R For Beginners,3,Business
6/16/19,Never read a better book,R vs Python: An Essay,4,Individual
06-07-19,Awesome!,R vs Python: An Essay,NA,Business
3/31/19,Never read a better book,Fundamentals of R For Beginners,11,Business
3/24/19,Awesome!,R vs Python: An Essay,2,Business
10/28/19,it was okay,Fundamentals of R For Beginners,2,Business
12/28/19,I learned a lot,Fundamentals of R For Beginners,0,Business
10/26/19,Hated it,Fundamentals of R For Beginners,3,Business
12-09-19,A lot of material was not needed,Fundamentals of R For Beginners,NA,Individual
03-03-19,Awesome!,Secrets Of R For Advanced Students,2,Business
9/27/19,I learned a lot,R For Dummies,1,Individual
01-02-19,Awesome!,Fundamentals of R For Beginners,5,Business
1/27/19,Never read a better book,R vs Python: An Essay,0,Individual
03-08-19,Would not recommend,Secrets Of R For Advanced Students,7,Individual
10-04-19,The author's other books were better,R For Dummies,2,Business
03-09-19,Hated it,Secrets Of R For Advanced Students,0,Individual
04-07-19,I learned a lot,Fundamentals of R For Beginners,NA,Individual
01-04-19,,Fundamentals of R For Beginners,2,Business
11-11-19,A lot of material was not needed,Secrets Of R For Advanced Students,7,Business
02-12-19,NA,R For Dummies,7,Business
9/14/19,,Secrets Of R For Advanced Students,4,Business
3/19/19,it was okay,R For Dummies,4,Business
5/25/19,it was okay,Secrets Of R For Advanced Students,4,Business
11/28/19,A lot of material was not needed,R vs Python: An Essay,6,Business
06-09-19,Awesome!,Secrets Of R For Advanced Students,5,Business
03-11-19,Would not recommend,Fundamentals of R For Beginners,5,Business
09-03-19,A lot of material was not needed,Fundamentals of R For Beginners,4,Business
10/16/19,OK,R vs Python: An Essay,5,Individual
9/22/19,it was okay,R For Dummies,4,Business
4/26/19,NA,R vs Python: An Essay,3,Individual
06-07-19,Would not recommend,Fundamentals of R For Beginners,NA,Individual
3/24/19,OK,Fundamentals of R For Beginners,5,Business
4/30/19,Hated it,Fundamentals of R For Beginners,7,Business
8/19/19,OK,Fundamentals of R For Beginners,NA,Business
12/21/19,,Fundamentals of R For Beginners,3,Business
01-03-19,NA,Secrets Of R For Advanced Students,NA,Individual
10-07-19,it was okay,Fundamentals of R For Beginners,4,Business
06-07-19,it was okay,Fundamentals of R For Beginners,2,Individual
12-01-19,I learned a lot,Fundamentals of R For Beginners,4,Business
05-06-19,it was okay,Fundamentals of R For Beginners,6,Business
12-09-19,OK,Fundamentals of R For Beginners,NA,Business
12/30/19,OK,Fundamentals of R For Beginners,3,Business
10/16/19,it was okay,R For Dummies,NA,Business
2/28/19,OK,Fundamentals of R For Beginners,2,Individual
06-07-19,Awesome!,Secrets Of R For Advanced Students,4,Business
06-05-19,OK,R vs Python: An Essay,3,Business
1/23/19,The author's other books were better,Secrets Of R For Advanced Students,NA,Business
8/26/19,Never read a better book,Fundamentals of R For Beginners,3,Business
6/25/19,Awesome!,R For Dummies,4,Business
4/21/19,I learned a lot,R For Dummies,0,Business
01-03-19,A lot of material was not needed,Fundamentals of R For Beginners,4,Individual
5/16/19,Would not recommend,R For Dummies,5,Individual
10/23/19,Hated it,R For Dummies,3,Business
8/25/19,Awesome!,Fundamentals of R For Beginners,3,Individual
2/15/19,A lot of material was not needed,R For Dummies,2,Business
08-12-19,,Fundamentals of R For Beginners,3,Individual
10/26/19,Would not recommend,R For Dummies,2,Individual
4/18/19,A lot of material was not needed,R vs Python: An Essay,8,Business
9/13/19,Would not recommend,R vs Python: An Essay,3,Business
7/14/19,A lot of material was not needed,R vs Python: An Essay,NA,Business
06-11-19,Hated it,R For Dummies,8,Business
09-07-19,it was okay,Secrets Of R For Advanced Students,NA,Business
7/20/19,it was okay,R For Dummies,3,Individual
9/24/19,,R For Dummies,1,Business
8/14/19,,Fundamentals of R For Beginners,4,Business
7/20/19,Hated it,Fundamentals of R For Beginners,2,Business
4/29/19,OK,Fundamentals of R For Beginners,2,Business
07-07-19,The author's other books were better,R For Dummies,5,Business
7/31/19,The author's other books were better,Secrets Of R For Advanced Students,4,Individual
11/28/19,Hated it,Fundamentals of R For Beginners,7,Individual
5/28/19,A lot of material was not needed,Fundamentals of R For Beginners,3,Individual
12-10-19,it was okay,Fundamentals of R For Beginners,4,Business
7/19/19,I learned a lot,R vs Python: An Essay,2,Business
6/28/19,,Fundamentals of R For Beginners,2,Business
6/27/19,Awesome!,Secrets Of R For Advanced Students,1,Business
7/20/19,Never read a better book,R For Dummies,NA,Business
04-02-19,OK,Fundamentals of R For Beginners,5,Business
5/21/19,The author's other books were better,Secrets Of R For Advanced Students,NA,Business
8/14/19,I learned a lot,Fundamentals of R For Beginners,3,Individual
6/29/19,I learned a lot,Fundamentals of R For Beginners,1,Business
10/27/19,,Fundamentals of R For Beginners,NA,Business
04-09-19,The author's other books were better,Fundamentals of R For Beginners,3,Business
8/14/19,The author's other books were better,Fundamentals of R For Beginners,NA,Business
03-10-19,Would not recommend,Fundamentals of R For Beginners,8,Individual
1/18/19,Hated it,Fundamentals of R For Beginners,2,Individual
5/23/19,,R vs Python: An Essay,8,Business
1/13/19,The author's other books were better,Fundamentals of R For Beginners,1,Individual
1/27/19,The author's other books were better,R For Dummies,3,Business
03-02-19,OK,Secrets Of R For Advanced Students,2,Business
4/21/19,The author's other books were better,Secrets Of R For Advanced Students,1,Business
09-03-19,The author's other books were better,Fundamentals of R For Beginners,3,Business
5/20/19,The author's other books were better,Fundamentals of R For Beginners,NA,Individual
06-01-19,Awesome!,Fundamentals of R For Beginners,2,Individual
10-03-19,A lot of material was not needed,Fundamentals of R For Beginners,2,Business
12/30/19,,Fundamentals of R For Beginners,5,Business
3/22/19,Would not recommend,Top 10 Mistakes R Beginners Make,7,Business
06-01-19,OK,R For Dummies,NA,Business
4/30/19,,R For Dummies,4,Business
03-09-19,Hated it,Fundamentals of R For Beginners,1,Business
7/18/19,Would not recommend,Secrets Of R For Advanced Students,NA,Business
2/13/19,Awesome!,R vs Python: An Essay,5,Business
02-11-19,NA,R For Dummies,2,Individual
03-09-19,A lot of material was not needed,Secrets Of R For Advanced Students,NA,Business
04-09-19,OK,Top 10 Mistakes R Beginners Make,NA,Business
7/22/19,NA,Fundamentals of R For Beginners,2,Business
6/15/19,it was okay,Fundamentals of R For Beginners,7,Business
7/16/19,The author's other books were better,Fundamentals of R For Beginners,3,Business
07-06-19,it was okay,R vs Python: An Essay,8,Business
3/24/19,A lot of material was not needed,Fundamentals of R For Beginners,2,Business
3/13/19,Awesome!,R vs Python: An Essay,5,Business
12/13/19,I learned a lot,Secrets Of R For Advanced Students,NA,Business
10-12-19,NA,R vs Python: An Essay,2,Business
8/22/19,Hated it,R For Dummies,7,Business
09-11-19,Hated it,R For Dummies,3,Individual
04-06-19,,Fundamentals of R For Beginners,3,Individual
12-03-19,Never read a better book,Secrets Of R For Advanced Students,5,Individual
7/28/19,it was okay,R vs Python: An Essay,1,Business
03-07-19,NA,Fundamentals of R For Beginners,4,Business
02-03-19,Awesome!,R For Dummies,2,Business
8/27/19,,R vs Python: An Essay,5,Business
2/25/19,Awesome!,R For Dummies,3,Business
5/26/19,NA,R For Dummies,6,Business
05-04-19,Never read a better book,R vs Python: An Essay,2,Individual
06-06-19,A lot of material was not needed,R vs Python: An Essay,4,Business
7/27/19,NA,R For Dummies,4,Business
7/16/19,OK,R For Dummies,6,Business
05-12-19,OK,Fundamentals of R For Beginners,6,Business
5/25/19,I learned a lot,Fundamentals of R For Beginners,2,Business
04-10-19,Hated it,Secrets Of R For Advanced Students,NA,Business
12/28/19,OK,R For Dummies,2,Business
11-11-19,Never read a better book,R vs Python: An Essay,4,Business
11-01-19,,Fundamentals of R For Beginners,8,Individual
3/13/19,Hated it,R vs Python: An Essay,7,Individual
09-03-19,A lot of material was not needed,Top 10 Mistakes R Beginners Make,2,Business
01-04-19,,R For Dummies,3,Business
01-02-19,NA,R For Dummies,NA,Individual
5/31/19,The author's other books were better,Fundamentals of R For Beginners,NA,Individual
09-07-19,NA,R For Dummies,2,Individual
12/29/19,NA,R For Dummies,7,Business
10-09-19,Awesome!,R For Dummies,4,Business
1/30/19,Awesome!,Fundamentals of R For Beginners,3,Business
3/13/19,it was okay,R For Dummies,9,Individual
03-08-19,I learned a lot,Fundamentals of R For Beginners,NA,Business
8/21/19,Hated it,Secrets Of R For Advanced Students,2,Individual
12-02-19,Hated it,R For Dummies,8,Individual
01-01-19,Hated it,R For Dummies,7,Business
1/15/19,A lot of material was not needed,R For Dummies,4,Business
10-02-19,NA,Fundamentals of R For Beginners,6,Business
7/13/19,Would not recommend,R For Dummies,3,Individual
02-10-19,The author's other books were better,R vs Python: An Essay,4,Individual
6/22/19,Hated it,R For Dummies,7,Business
04-10-19,Awesome!,Fundamentals of R For Beginners,4,Business
12/21/19,Hated it,R vs Python: An Essay,2,Individual
12/31/19,Hated it,Fundamentals of R For Beginners,6,Business
1/31/19,Awesome!,R For Dummies,4,Business
01-05-19,Awesome!,Secrets Of R For Advanced Students,7,Individual
02-10-19,NA,Fundamentals of R For Beginners,NA,Business
01-01-19,The author's other books were better,Fundamentals of R For Beginners,NA,Individual
07-04-19,,Fundamentals of R For Beginners,1,Business
06-07-19,,R vs Python: An Essay,NA,Individual
01-11-19,OK,Fundamentals of R For Beginners,4,Business
10/20/19,OK,Fundamentals of R For Beginners,2,Business
10-01-19,A lot of material was not needed,R For Dummies,3,Business
7/13/19,I learned a lot,R For Dummies,NA,Business
8/14/19,Hated it,R vs Python: An Essay,NA,Business
04-12-19,I learned a lot,R For Dummies,NA,Business
